switch,arsenic,distance,assoc,education,distance100,education4
0,1.02,103.060997009277,1,4,1.03060997009277,1
0,1.24,86.6050033569336,0,0,0.866050033569336,0
0,1.42,110.561996459961,0,5,1.1056199645996099,1
0,1.31,122.325996398926,0,5,1.2232599639892598,1
0,0.83,122.018997192383,0,0,1.22018997192383,0
0,2.64,57.632999420165994,1,2,0.57632999420166,1
0,1.84,39.596000671386705,0,5,0.39596000671386705,1
0,2.48,39.515998840331996,0,0,0.39515998840331995,0
0,1.27,21.5550003051758,0,10,0.21555000305175798,2
0,0.69,51.74800109863279,0,0,0.5174800109863279,0
1,0.61,13.520999908447301,1,5,0.135209999084473,1
0,0.89,31.4540004730225,0,5,0.314540004730225,1
1,0.75,89.43099975585942,0,5,0.8943099975585942,1
0,0.81,19.2639999389648,1,0,0.19263999938964801,0
0,1.81,53.362998962402294,1,9,0.533629989624023,2
0,1.25,30.128999710082997,1,0,0.30128999710083,0
1,1.12,27.136999130249,1,9,0.27136999130249,2
1,0.71,28.7119998931885,1,0,0.287119998931885,0
1,2.16,20.6399993896484,1,0,0.20639999389648397,0
1,1.7,36.75,0,5,0.3675,1
0,1.26,102.71099853515601,1,0,1.0271099853515602,0
0,2.53,108.615997314453,1,0,1.08615997314453,0
0,2.95,96.4359970092773,0,0,0.964359970092773,0
0,0.62,100.861000061035,0,0,1.00861000061035,0
1,3.01,137.899993896484,0,10,1.37899993896484,2
0,2.56,124.670997619629,1,5,1.24670997619629,1
1,1.97,151.065994262695,0,10,1.51065994262695,2
0,1.2,121.575996398926,1,5,1.21575996398926,1
0,0.89,32.8499984741211,0,0,0.328499984741211,0
0,0.52,8.546999931335451,0,10,0.08546999931335451,2
1,2.49,27.9740009307861,0,4,0.279740009307861,1
1,1.25,29.4580001831055,0,0,0.294580001831055,0
0,1.13,19.659999847412102,1,5,0.19659999847412102,1
1,1.13,47.7089996337891,0,12,0.47708999633789095,2
1,0.52,71.5230026245117,0,10,0.715230026245117,2
1,0.88,67.17600250244139,1,10,0.6717600250244139,2
0,3.48,69.9670028686523,0,5,0.6996700286865231,1
0,0.56,83.5719985961914,0,10,0.8357199859619141,2
0,1.35,71.4250030517578,0,5,0.714250030517578,1
1,1.67,71.4250030517578,0,0,0.714250030517578,0
0,1.92,71.4250030517578,0,10,0.714250030517578,2
0,2.41,190.287994384766,0,7,1.90287994384766,1
0,2.36,186.304992675781,0,5,1.86304992675781,1
0,2.41,218.300003051758,0,0,2.1830000305175803,0
1,1.46,53.5439987182617,0,14,0.535439987182617,3
1,2.0,63.6020011901855,0,0,0.636020011901855,0
1,1.32,67.4929962158203,0,5,0.674929962158203,1
1,1.75,66.7360000610352,0,5,0.6673600006103519,1
1,1.84,47.995998382568395,0,0,0.47995998382568394,0
0,1.72,54.4160003662109,0,5,0.544160003662109,1
0,1.77,94.722999572754,0,5,0.9472299957275401,1
1,2.77,70.7740020751953,0,7,0.707740020751953,1
1,0.73,11.248999595642099,1,0,0.112489995956421,0
1,0.69,4.88000011444092,1,0,0.048800001144409196,0
0,0.58,18.142999649047898,1,5,0.18142999649047897,1
1,0.52,15.7790002822876,1,12,0.157790002822876,2
1,0.62,0.38699999451637296,1,5,0.0038699999451637297,1
1,3.33,14.9650001525879,1,5,0.14965000152587898,1
0,0.51,24.6770000457764,0,0,0.24677000045776398,0
0,1.26,17.5069999694824,1,0,0.175069999694824,0
1,0.6,22.881999969482397,0,5,0.22881999969482397,1
1,0.59,6.7960000038147,0,5,0.067960000038147,1
1,0.66,8.996000289917001,1,0,0.08996000289917001,0
1,0.74,2.4089999198913596,1,0,0.024089999198913595,0
1,0.71,9.30599975585938,1,0,0.0930599975585938,0
1,0.86,21.996000289917003,1,7,0.21996000289917003,1
0,0.51,14.0769996643066,0,10,0.140769996643066,2
1,0.58,29.649000167846697,1,5,0.29649000167846695,1
0,0.55,11.376999855041499,0,5,0.11376999855041499,1
1,1.26,29.5410003662109,0,0,0.295410003662109,0
0,0.52,33.367000579834,0,10,0.33367000579834,2
0,0.83,26.7150001525879,0,10,0.26715000152587903,2
0,0.57,21.118000030517603,0,5,0.21118000030517603,1
0,0.53,71.4820022583008,0,0,0.7148200225830079,0
0,0.67,71.6370010375977,1,0,0.716370010375977,0
1,3.5,23.830999374389602,0,5,0.23830999374389603,1
1,2.8,5.72800016403198,1,12,0.057280001640319794,2
1,0.77,15.8149995803833,1,5,0.15814999580383302,1
1,0.74,32.5870018005371,1,5,0.325870018005371,1
1,0.77,40.13100051879879,0,10,0.40131000518798793,2
1,1.58,49.6380004882813,1,2,0.496380004882813,1
1,0.8,24.886999130249,0,10,0.24886999130249,2
0,0.55,47.6710014343262,1,0,0.476710014343262,0
1,0.9,56.590999603271506,1,10,0.5659099960327151,2
0,0.52,74.1169967651367,0,8,0.741169967651367,1
1,2.59,81.8489990234375,1,0,0.818489990234375,0
1,1.27,86.09400177001949,1,8,0.8609400177001949,1
0,0.97,71.8059997558594,0,14,0.7180599975585941,3
0,1.47,61.744998931884794,1,4,0.617449989318848,1
0,1.03,25.0450000762939,0,12,0.250450000762939,2
0,0.93,19.929000854492198,1,2,0.199290008544922,1
0,0.79,50.1189994812012,0,10,0.501189994812012,2
0,0.66,53.816001892089794,1,5,0.5381600189208979,1
0,0.85,33.5029983520508,1,10,0.335029983520508,2
0,0.93,58.3559989929199,0,5,0.583559989929199,1
0,1.42,17.9540004730225,0,12,0.179540004730225,2
0,0.75,28.027000427246104,0,4,0.28027000427246107,1
0,1.46,31.6679992675781,0,8,0.316679992675781,1
0,1.16,34.437000274658196,0,5,0.34437000274658197,1
0,1.17,50.951999664306605,0,15,0.509519996643066,3
1,0.83,60.7529983520508,1,0,0.607529983520508,0
1,1.24,74.8769989013672,0,5,0.748769989013672,1
1,3.08,57.959999084472706,0,5,0.579599990844727,1
1,3.59,61.6240005493164,0,0,0.616240005493164,0
1,1.96,76.0660018920898,0,7,0.760660018920898,1
1,1.67,105.866996765137,0,5,1.05866996765137,1
0,1.69,112.675003051758,0,0,1.12675003051758,0
0,2.71,197.13499450683602,1,5,1.9713499450683603,1
0,1.27,304.09698486328097,1,5,3.04096984863281,1
0,1.43,339.531005859375,0,4,3.39531005859375,1
0,1.0,70.2710037231445,0,5,0.702710037231445,1
0,0.52,92.7440032958984,0,5,0.9274400329589839,1
0,0.65,55.9210014343262,0,9,0.559210014343262,2
0,0.7,50.8289985656738,1,0,0.508289985656738,0
0,0.51,37.601001739502,0,0,0.37601001739502005,0
0,1.02,17.9309997558594,0,0,0.179309997558594,0
1,2.05,11.8170003890991,0,5,0.118170003890991,1
1,0.77,18.7970008850098,1,0,0.187970008850098,0
1,1.2,17.5750007629395,0,5,0.175750007629395,1
1,0.62,22.443000793457,0,5,0.22443000793457,1
1,1.31,27.0259990692139,1,5,0.270259990692139,1
1,1.79,17.1399993896484,0,0,0.17139999389648397,0
1,0.56,25.4540004730225,0,0,0.254540004730225,0
1,0.77,45.576000213623,0,5,0.45576000213622997,1
1,0.66,52.7610015869141,0,0,0.527610015869141,0
1,1.1,30.5410003662109,0,0,0.30541000366210896,0
1,0.82,16.399000167846697,1,5,0.16399000167846697,1
1,2.22,29.3190002441406,0,5,0.29319000244140603,1
1,2.82,36.0610008239746,1,0,0.36061000823974604,0
0,0.64,22.607000350952102,0,6,0.22607000350952103,1
1,1.26,27.141000747680696,1,6,0.27141000747680694,1
1,1.53,9.44699954986572,1,5,0.09446999549865721,1
1,1.8,16.69700050354,0,0,0.1669700050354,0
1,1.24,50.4770011901855,1,8,0.504770011901855,1
0,0.93,9.22399997711182,0,5,0.0922399997711182,1
1,0.54,6.9310002326965305,1,6,0.06931000232696531,1
1,0.82,27.2919998168945,0,5,0.27291999816894497,1
1,0.61,25.2950000762939,0,5,0.252950000762939,1
0,0.71,52.7120018005371,1,5,0.527120018005371,1
1,0.81,51.729000091552706,0,4,0.517290000915527,1
1,0.65,68.57199859619139,1,4,0.685719985961914,1
1,0.68,23.679000854492198,1,0,0.236790008544922,0
1,1.26,45.201999664306605,1,9,0.452019996643066,2
1,0.92,9.168999671936039,0,5,0.09168999671936039,1
1,1.25,16.371000289917,1,0,0.16371000289916998,0
1,1.16,19.4169998168945,0,5,0.19416999816894498,1
1,0.76,57.792999267578104,1,5,0.577929992675781,1
1,1.2,43.271999359130895,0,10,0.43271999359130897,2
0,0.9,19.840000152587898,0,9,0.19840000152587897,2
1,0.52,5.17999982833862,0,5,0.0517999982833862,1
1,0.53,42.685001373291,0,8,0.42685001373291004,1
0,0.64,5.16200017929077,1,8,0.051620001792907697,1
1,1.96,38.9640007019043,1,10,0.38964000701904294,2
1,0.59,58.0979995727539,0,9,0.580979995727539,2
1,1.48,61.5900001525879,0,9,0.615900001525879,2
1,1.78,32.594001770019496,0,0,0.325940017700195,0
1,1.41,30.163999557495103,0,5,0.301639995574951,1
1,1.5,18.5219993591309,0,5,0.18521999359130897,1
1,1.86,24.774999618530302,0,12,0.24774999618530302,2
1,1.6,35.4360008239746,1,5,0.354360008239746,1
1,0.7,31.3409996032715,0,10,0.31340999603271497,2
0,0.51,15.5710000991821,1,5,0.155710000991821,1
1,2.48,27.1730003356934,0,0,0.271730003356934,0
1,0.63,49.034000396728494,0,10,0.49034000396728494,2
1,1.07,135.320007324219,1,0,1.35320007324219,0
0,0.71,37.7779998779297,0,7,0.377779998779297,1
1,1.12,3.77900004386902,1,8,0.0377900004386902,1
0,0.53,49.1689987182617,0,0,0.49168998718261697,0
0,0.58,50.7239990234375,1,0,0.507239990234375,0
1,1.31,26.216999053955103,0,12,0.26216999053955103,2
1,1.49,20.9139995574951,0,12,0.209139995574951,2
1,0.86,3.31200003623962,0,5,0.0331200003623962,1
1,0.64,35.7150001525879,0,10,0.357150001525879,2
1,1.44,52.2919998168945,0,0,0.5229199981689451,0
0,1.52,60.145999908447294,0,5,0.6014599990844729,1
1,1.27,44.4609985351563,0,0,0.444609985351563,0
0,2.17,70.02200317382811,1,0,0.7002200317382811,0
0,1.73,95.8079986572266,0,5,0.958079986572266,1
1,1.93,121.763999938965,0,9,1.21763999938965,2
1,2.2,127.56600189209,0,5,1.2756600189209,1
1,1.6,120.15299987792999,0,8,1.2015299987792998,1
1,1.65,66.21499633789061,0,0,0.6621499633789061,0
0,0.81,54.9729995727539,1,0,0.549729995727539,0
0,1.86,73.2149963378906,0,5,0.7321499633789059,1
0,1.93,33.3660011291504,1,5,0.33366001129150397,1
1,1.9,87.3140029907227,0,5,0.8731400299072269,1
0,4.06,95.3089981079102,0,5,0.953089981079102,1
1,4.03,128.09500122070298,1,3,1.2809500122070299,1
1,1.56,109.777000427246,0,10,1.0977700042724599,2
0,2.53,138.578994750977,0,0,1.38578994750977,0
0,3.41,162.264007568359,0,0,1.6226400756835901,0
0,2.21,155.785995483398,0,0,1.5578599548339802,0
0,2.92,105.651000976563,0,5,1.05651000976563,1
0,2.06,93.9619979858398,0,5,0.939619979858398,1
1,3.89,72.1019973754883,0,5,0.7210199737548829,1
1,2.88,55.548999786377,0,0,0.5554899978637701,0
0,1.39,49.69599914550779,0,0,0.4969599914550779,0
1,2.07,45.5110015869141,0,10,0.45511001586914096,2
0,1.46,50.582000732421896,0,0,0.505820007324219,0
1,1.51,81.2060012817383,0,5,0.8120600128173829,1
0,3.23,95.77100372314449,0,5,0.9577100372314449,1
1,4.21,76.5080032348633,0,5,0.765080032348633,1
1,2.49,56.6380004882813,0,5,0.566380004882813,1
1,0.78,38.9819984436035,1,0,0.389819984436035,0
1,2.32,30.8369998931885,0,0,0.308369998931885,0
1,1.43,60.7190017700195,0,7,0.607190017700195,1
1,1.71,29.600999832153303,0,0,0.296009998321533,0
1,1.99,77.1350021362305,0,5,0.771350021362305,1
1,2.48,95.099998474121,0,0,0.95099998474121,0
1,4.29,50.393001556396506,1,10,0.5039300155639651,2
1,3.88,49.7210006713867,0,0,0.49721000671386695,0
1,3.04,72.5299987792969,1,0,0.725299987792969,0
1,3.36,25.6770000457764,1,10,0.256770000457764,2
1,3.44,8.02400016784668,1,10,0.0802400016784668,2
0,1.9,53.314998626709006,0,10,0.5331499862670901,2
1,2.79,45.978000640869105,0,0,0.45978000640869104,0
1,3.73,69.6179962158203,0,10,0.696179962158203,2
1,2.04,72.2170028686523,0,0,0.722170028686523,0
1,2.09,55.551998138427706,0,0,0.555519981384277,0
1,2.63,81.3789978027344,1,0,0.813789978027344,0
1,3.3,81.1320037841797,1,0,0.8113200378417971,0
1,3.25,51.7089996337891,0,6,0.517089996337891,1
1,1.53,55.7789993286133,0,5,0.557789993286133,1
1,2.6,26.972999572753896,0,5,0.269729995727539,1
1,2.0,28.2150001525879,0,0,0.282150001525879,0
1,2.82,71.96099853515629,1,0,0.719609985351563,0
1,2.56,75.5260009765625,0,0,0.755260009765625,0
0,3.62,45.0699996948242,0,0,0.450699996948242,0
1,5.25,80.6800003051758,0,0,0.8068000030517579,0
1,1.59,96.94000244140629,0,0,0.9694000244140629,0
1,2.21,115.327003479004,0,0,1.15327003479004,0
1,2.42,108.546997070313,0,3,1.08546997070313,1
1,2.36,86.936996459961,0,0,0.8693699645996099,0
1,1.22,94.14199829101558,0,0,0.9414199829101558,0
1,3.93,81.8960037231445,1,0,0.8189600372314451,0
0,4.93,54.959999084472706,0,0,0.5495999908447271,0
1,1.91,46.6100006103516,0,0,0.466100006103516,0
1,2.33,68.07399749755861,0,0,0.680739974975586,0
1,2.18,102.398002624512,0,0,1.02398002624512,0
1,4.77,107.369003295898,1,0,1.07369003295898,0
1,3.79,84.8840026855469,0,0,0.848840026855469,0
1,3.48,84.890998840332,0,0,0.84890998840332,0
0,3.02,58.6829986572266,0,0,0.5868299865722659,0
1,2.71,68.3140029907227,1,7,0.683140029907227,1
1,2.34,38.780998229980504,0,0,0.38780998229980507,0
1,3.15,81.7580032348633,1,0,0.817580032348633,0
1,2.56,102.953002929688,1,5,1.0295300292968799,1
1,3.34,107.48000335693399,0,12,1.07480003356934,2
1,2.32,120.09400177002001,1,10,1.2009400177002,2
1,3.62,135.0,1,10,1.35,2
1,1.02,71.7730026245117,0,0,0.7177300262451171,0
1,3.26,33.1969985961914,1,0,0.331969985961914,0
1,1.61,47.012001037597706,1,7,0.47012001037597706,1
1,1.16,60.3619995117188,1,0,0.603619995117188,0
0,1.01,128.84899902343798,1,0,1.2884899902343798,0
0,0.67,144.070999145508,1,9,1.44070999145508,2
0,3.17,110.425003051758,0,5,1.10425003051758,1
0,2.44,113.009002685547,1,0,1.13009002685547,0
0,2.26,78.9759979248047,0,7,0.789759979248047,1
1,1.65,52.9300003051758,1,7,0.5293000030517581,1
1,3.86,14.005000114440902,0,5,0.14005000114440902,1
1,3.32,18.476999282836896,1,5,0.18476999282836895,1
1,3.19,61.957000732421896,0,0,0.619570007324219,0
1,3.42,66.0640029907227,1,10,0.660640029907227,2
1,1.66,60.3120002746582,0,0,0.6031200027465821,0
1,3.35,74.9209976196289,0,9,0.749209976196289,2
1,3.09,73.838996887207,0,0,0.73838996887207,0
1,3.59,61.172000885009794,0,0,0.6117200088500979,0
1,3.88,10.809000015258801,1,0,0.10809000015258802,0
1,2.94,65.9029998779297,1,10,0.659029998779297,2
1,0.95,34.527999877929695,1,5,0.34527999877929694,1
1,2.6,63.909000396728494,0,9,0.639090003967285,2
1,3.24,74.8489990234375,0,9,0.748489990234375,2
1,3.32,81.5550003051758,0,0,0.815550003051758,0
1,3.26,66.43699645996101,0,5,0.6643699645996101,1
1,3.27,60.4589996337891,0,0,0.604589996337891,0
1,3.4,43.4850006103516,0,0,0.434850006103516,0
1,2.91,116.44100189209,0,5,1.1644100189209,1
1,1.48,84.8740005493164,0,10,0.8487400054931641,2
1,4.35,62.2919998168945,0,0,0.622919998168945,0
1,1.87,70.10299682617189,0,5,0.7010299682617189,1
1,3.01,60.5610008239746,0,5,0.605610008239746,1
0,3.05,45.2120018005371,0,0,0.45212001800537105,0
1,2.62,49.698001861572294,0,10,0.49698001861572294,2
1,3.26,32.449001312255895,0,12,0.32449001312255893,2
1,1.92,47.0190010070801,1,0,0.47019001007080097,0
1,3.44,62.6189994812012,0,5,0.626189994812012,1
1,2.57,30.179000854492198,0,8,0.301790008544922,1
1,2.97,47.646999359130895,1,9,0.4764699935913089,2
0,2.95,52.0989990234375,1,9,0.520989990234375,2
1,2.28,95.0739974975586,0,5,0.9507399749755859,1
1,3.17,80.7030029296875,0,14,0.807030029296875,3
1,3.69,80.427001953125,0,5,0.80427001953125,1
0,3.08,81.5830001831055,1,5,0.8158300018310549,1
1,2.86,47.3390007019043,1,5,0.473390007019043,1
0,1.95,44.9500007629395,1,5,0.449500007629395,1
1,1.78,29.7140007019043,0,0,0.29714000701904303,0
0,2.2,45.55400085449221,0,5,0.4555400085449221,1
1,1.71,31.5550003051758,0,5,0.315550003051758,1
0,3.86,58.2239990234375,0,0,0.582239990234375,0
1,3.45,40.834999084472706,0,6,0.40834999084472706,1
1,3.97,47.8460006713867,0,7,0.47846000671386696,1
1,1.39,9.77299976348877,0,0,0.0977299976348877,0
0,4.81,185.205001831055,0,0,1.85205001831055,0
1,2.08,82.625,0,4,0.82625,1
0,2.49,112.70500183105499,1,5,1.1270500183105499,1
0,1.83,98.0289993286133,1,0,0.980289993286133,0
0,1.24,112.143997192383,1,0,1.12143997192383,0
0,1.38,133.43600463867202,0,10,1.3343600463867202,2
0,1.54,163.552001953125,0,0,1.63552001953125,0
0,0.53,18.1469993591309,0,0,0.181469993591309,0
0,0.9,27.2450008392334,1,5,0.27245000839233396,1
0,2.04,15.888999938964801,1,3,0.158889999389648,1
1,0.61,5.21600008010864,0,5,0.0521600008010864,1
0,0.55,11.2740001678467,0,6,0.112740001678467,1
0,0.52,9.22000026702881,0,5,0.0922000026702881,1
0,0.77,23.676000595092802,1,0,0.23676000595092803,0
0,0.67,23.676000595092802,1,0,0.23676000595092803,0
0,0.67,35.502998352050795,1,5,0.35502998352050796,1
0,0.64,31.1100006103516,0,0,0.311100006103516,0
0,0.57,24.434999465942397,0,0,0.24434999465942397,0
1,0.76,24.434999465942397,1,0,0.24434999465942397,0
1,0.75,24.434999465942397,1,0,0.24434999465942397,0
1,0.9,24.434999465942397,1,5,0.24434999465942397,1
0,0.62,24.434999465942397,1,12,0.24434999465942397,2
1,2.26,23.517999649047898,1,2,0.23517999649047897,1
1,1.23,30.135999679565398,1,3,0.30135999679565395,1
0,1.21,28.386999130249,1,0,0.28386999130248997,0
1,2.33,6.1360001564025906,0,10,0.06136000156402591,2
0,1.2,6.1360001564025906,1,0,0.06136000156402591,0
1,2.38,24.434999465942397,0,12,0.24434999465942397,2
1,2.82,24.434999465942397,0,12,0.24434999465942397,2
